Constituency name,Region name,Country name,Constituency type,Member first name,Member surname,Member gender,Result,First party,Second party,Electorate,Valid votes,Invalid votes,Majority,Con,Lab,LD,RUK,Green,SNP,PC,DUP,SF,SDLP,UUP,APNI,All other candidates,Of which other winner
St Neots and Mid Cambridgeshire,East of England,England,County,Ian,Sollom,Male,LD gain from Con,LD,Con,"78,115","52,882",138,"4,621","14,896","6,918","19,517","5,673","2,663",0,0,0,0,0,0,0,"3,215",0
Stafford,West Midlands,England,County,Leigh,Ingham,Female,Lab gain from Con,Lab,Con,"70,608","46,009",160,"4,595","13,936","18,531","1,676","8,612","2,856",0,0,0,0,0,0,0,398,0
Staffordshire Moorlands,West Midlands,England,County,Karen,Bradley,Female,Con hold,Con,Lab,"69,892","43,302",188,"1,175","15,310","14,135","1,499","10,065","2,293",0,0,0,0,0,0,0,0,0
Stalybridge and Hyde,North West,England,County,Jonathan,Reynolds,Male,Lab hold,Lab,RUK,"72,265","37,239",117,"8,539","6,872","16,320","1,080","7,781","2,745",0,0,0,0,0,0,0,"2,441",0
Stevenage,East of England,England,County,Kevin,Bonavia,Male,Lab gain from Con,Lab,Con,"70,976","42,715",155,"6,618","11,080","17,698","3,467","7,667","2,655",0,0,0,0,0,0,0,148,0
Stirling and Strathallan,Scotland,Scotland,County,Chris,Kane,Male,Lab gain from SNP,Lab,SNP,"76,284","49,782",242,"1,394","9,469","16,856","2,530","3,145","2,320","15,462",0,0,0,0,0,0,0,0
Stockport,North West,England,Borough,Navendu,Mishra,Male,Lab hold,Lab,RUK,"76,632","43,683",185,"15,270","4,967","21,787","3,724","6,517","4,865",0,0,0,0,0,0,0,"1,823",0
Stockton North,North East,England,County,Chris,McDonald,Male,Lab hold,Lab,RUK,"70,242","37,401",125,"7,939","8,028","17,128","1,133","9,189","1,923",0,0,0,0,0,0,0,0,0
Stockton West,North East,England,County,Matt,Vickers,Male,Con hold,Con,Lab,"71,868","48,638",114,"2,139","20,372","18,233","1,203","6,833","1,477",0,0,0,0,0,0,0,520,0
Stoke-on-Trent Central,West Midlands,England,Borough,Gareth,Snell,Male,Lab gain from Con,Lab,RUK,"73,812","35,289",137,"6,409","6,221","14,950",999,"8,541","1,703",0,0,0,0,0,0,0,"2,875",0
Stoke-on-Trent North,West Midlands,England,Borough,David,Williams,Male,Lab gain from Con,Lab,Con,"69,854","36,150",103,"5,082","9,497","14,579",911,"8,824","1,236",0,0,0,0,0,0,0,"1,103",0
Stoke-on-Trent South,West Midlands,England,County,Allison,Gardner,Female,Lab gain from Con,Lab,Con,"70,002","40,942",120,627,"13,594","14,221","1,577","8,851","1,207",0,0,0,0,0,0,0,"1,492",0
Stone  Great Wyrley and Penkridge,West Midlands,England,County,Gavin,Williamson,Male,Con hold,Con,Lab,"71,561","42,770",727,"5,466","19,880","14,414","2,952",0,"2,236",0,0,0,0,0,0,0,"3,288",0
Stourbridge,West Midlands,England,Borough,Cat,Eccles,Female,Lab gain from Con,Lab,Con,"68,311","39,878",113,"3,073","12,265","15,338","1,607","7,869","1,732",0,0,0,0,0,0,0,"1,067",0
Strangford,Northern Ireland,Northern Ireland,County,Jim,Shannon,Male,DUP hold,DUP,APNI,"74,525","38,909",135,"5,131",146,0,0,0,703,0,0,"15,559","2,793","1,783","3,941","10,428","3,556",0
Stratford and Bow,London,England,Borough,Uma,Kumaran,Female,Lab hold,Lab,Green,"80,735","43,435",287,"11,634","3,114","19,145","1,926","2,093","7,511",0,0,0,0,0,0,0,"9,646",0
Stratford-on-Avon,West Midlands,England,County,Manuela,Perteghella,Female,LD gain from Con,LD,Con,"75,714","52,959",179,"7,122","16,328","3,753","23,450","7,753","1,197",0,0,0,0,0,0,0,478,0
Streatham and Croydon North,London,England,Borough,Steve,Reed,Male,Lab hold,Lab,Green,"82,829","44,553",190,"15,603","5,328","23,232","5,031","1,994","7,629",0,0,0,0,0,0,0,"1,339",0
Stretford and Urmston,North West,England,Borough,Andrew,Western,Male,Lab hold,Lab,Con,"75,153","46,002",168,"16,150","6,492","22,642","2,216","5,485","4,398",0,0,0,0,0,0,0,"4,769",0
Stroud,South West,England,County,Simon,Opher,Male,Lab gain from Con,Lab,Con,"77,905","55,221",227,"11,388","14,219","25,607","2,913","6,329","5,729",0,0,0,0,0,0,0,424,0
Suffolk Coastal,East of England,England,County,Jenny,Riddell-Carpenter,Female,Lab gain from Con,Lab,Con,"74,522","49,451",189,"1,070","14,602","15,672","6,947","7,850","4,380",0,0,0,0,0,0,0,0,0
Sunderland Central,North East,England,Borough,Lewis,Atkinson,Male,Lab hold,Lab,RUK,"76,145","39,957",99,"6,073","5,731","16,852","3,602","10,779","2,993",0,0,0,0,0,0,0,0,0
Surrey Heath,South East,England,County,Al,Pinkerton,Male,LD gain from Con,LD,Con,"71,934","47,788",140,"5,640","15,747","3,148","21,387","6,252","1,162",0,0,0,0,0,0,0,92,0
Sussex Weald,South East,England,County,Nus,Ghani,Female,Con hold,Con,LD,"72,885","49,175",190,"6,842","16,758","8,239","9,916","8,920","3,762",0,0,0,0,0,0,0,"1,580",0
Sutton and Cheam,London,England,Borough,Luke,Taylor,Male,LD gain from Con,LD,Con,"72,303","47,606",139,"3,801","13,775","8,430","17,576","5,787","1,721",0,0,0,0,0,0,0,317,0
Sutton Coldfield,West Midlands,England,Borough,Andrew,Mitchell,Male,Con hold,Con,Lab,"74,080","48,333",172,"2,543","18,502","15,959","2,587","8,213","2,419",0,0,0,0,0,0,0,653,0
Swansea West,Wales,Wales,County,Torsten,Bell,Male,Lab hold,Lab,RUK,"74,236","35,657",130,"8,515","3,536","14,761","4,367","6,246","2,305",0,"4,105",0,0,0,0,0,337,0
Swindon North,South West,England,County,Will,Stone,Male,Lab gain from Con,Lab,Con,"73,224","44,165",124,"4,103","13,827","17,930","2,086","7,557","2,366",0,0,0,0,0,0,0,399,0
Swindon South,South West,England,Borough,Heidi,Alexander,Female,Lab gain from Con,Lab,Con,"72,575","44,794",147,"9,606","12,070","21,676","1,843","6,194","2,539",0,0,0,0,0,0,0,472,0
Tamworth,West Midlands,England,County,Sarah,Edwards,Female,Lab gain from Con,Lab,Con,"75,055","43,788",116,"1,382","13,956","15,338","1,451","11,004","1,579",0,0,0,0,0,0,0,460,0
Tatton,North West,England,County,Esther,McVey,Female,Con hold,Con,Lab,"75,978","51,909",198,"1,136","19,956","18,820","4,614","5,948","2,571",0,0,0,0,0,0,0,0,0
Taunton and Wellington,South West,England,County,Gideon,Amos,Male,LD gain from Con,LD,Con,"78,680","50,294",167,"11,939","12,392","3,552","24,331","8,053","1,832",0,0,0,0,0,0,0,134,0
Telford,West Midlands,England,Borough,Shaun,Davies,Male,Lab gain from Con,Lab,RUK,"73,808","40,730",148,"8,102","8,728","18,212","1,560","10,110","2,120",0,0,0,0,0,0,0,0,0
Tewkesbury,South West,England,County,Cameron,Thomas,Male,LD gain from Con,LD,Con,"73,458","48,539",150,"6,262","14,468","4,298","20,730","6,000","2,873",0,0,0,0,0,0,0,170,0
The Wrekin,West Midlands,England,County,Mark,Pritchard,Male,Con hold,Con,Lab,"78,942","50,020",163,883,"16,320","15,437","4,757","9,920","3,028",0,0,0,0,0,0,0,558,0
Thirsk and Malton,Yorkshire and The Humber,England,County,Kevin,Hollinrake,Male,Con hold,Con,Lab,"78,468","49,797",169,"7,550","19,544","11,994","5,379","8,963","2,986",0,0,0,0,0,0,0,931,0
Thornbury and Yate,South West,England,County,Claire,Young,Female,LD gain from Con,LD,Con,"78,192","53,367",148,"3,014","17,801","5,057","20,815","7,529","2,165",0,0,0,0,0,0,0,0,0
Thurrock,East of England,England,Borough,Jen,Craft,Female,Lab gain from Con,Lab,RUK,"73,392","37,558",97,"6,474","8,009","16,050","1,157","9,576","1,632",0,0,0,0,0,0,0,"1,134",0
Tipton and Wednesbury,West Midlands,England,Borough,Antonia,Bance,Female,Lab gain from Con,Lab,Con,"74,098","31,850",139,"3,385","8,370","11,755",592,"8,019","1,509",0,0,0,0,0,0,0,"1,605",0
Tiverton and Minehead,South West,England,County,Rachel,Gilmour,Female,LD gain from Con,LD,Con,"72,087","47,491",197,"3,507","14,819","4,325","18,326","7,787","2,234",0,0,0,0,0,0,0,0,0
Tonbridge,South East,England,County,Tom,Tugendhat,Male,Con hold,Con,Lab,"72,799","50,328",150,"11,166","20,517","9,351","4,234","7,548","7,596",0,0,0,0,0,0,0,"1,082",0
Tooting,London,England,Borough,Rosena,Allin-Khan,Female,Lab hold,Lab,Con,"76,168","52,943",255,"19,487","9,722","29,209","4,438","2,546","5,672",0,0,0,0,0,0,0,"1,356",0
Torbay,South West,England,Borough,Steve,Darling,Male,LD gain from Con,LD,Con,"76,185","46,115",110,"5,349","13,588","3,276","18,937","8,660","1,420",0,0,0,0,0,0,0,234,0
Torfaen,Wales,Wales,County,Nick,Thomas-Symonds,Male,Lab hold,Lab,RUK,"71,738","35,705",117,"7,322","5,737","15,176","1,644","7,854","1,705",0,"2,571",0,0,0,0,0,"1,018",0
Torridge and Tavistock,South West,England,County,Geoffrey,Cox,Male,Con hold,Con,LD,"74,727","50,820",170,"3,950","16,049","10,765","12,099","9,152","2,350",0,0,0,0,0,0,0,405,0
Tottenham,London,England,Borough,David,Lammy,Male,Lab hold,Lab,Green,"75,906","40,148",250,"15,434","2,320","23,066","1,928","1,602","7,632",0,0,0,0,0,0,0,"3,600",0
Truro and Falmouth,South West,England,County,Jayne,Kirkham,Female,Lab gain from Con,Lab,Con,"72,982","50,264",163,"8,151","12,632","20,783","6,552","6,163","3,470",0,0,0,0,0,0,0,664,0
Tunbridge Wells,South East,England,County,Mike,Martin,Male,LD gain from Con,LD,Con,"78,738","54,250",191,"8,687","14,974","6,178","23,661","6,484","2,344",0,0,0,0,0,0,0,609,0
Twickenham,London,England,Borough,Munira,Wilson,Female,LD hold,LD,Con,"74,980","53,635",226,"21,457","8,728","6,693","30,185","4,092","3,590",0,0,0,0,0,0,0,347,0
Tynemouth,North East,England,Borough,Alan,Campbell,Male,Lab hold,Lab,Con,"73,194","48,418",136,"15,455","9,036","24,491","2,709","7,392","3,592",0,0,0,0,0,0,0,"1,198",0
Upper Bann,Northern Ireland,Northern Ireland,County,Carla,Lockhart,Female,DUP hold,DUP,SF,"81,249","47,358",241,"7,406",0,0,0,0,0,0,0,"21,642","14,236","1,496","3,662","6,322",0,0
Uxbridge and South Ruislip,London,England,Borough,Danny,Beales,Male,Lab gain from Con,Lab,Con,"74,745","45,914",175,587,"16,012","16,599","1,752","6,610","4,354",0,0,0,0,0,0,0,587,0
Vale of Glamorgan,Wales,Wales,County,Kanishka,Narayan,Male,Lab gain from Con,Lab,Con,"74,465","45,826",139,"4,216","13,524","17,740","1,612","6,973","1,881",0,"3,245",0,0,0,0,0,851,0
Vauxhall and Camberwell Green,London,England,Borough,Florence,Eshalomi,Female,Lab hold,Lab,Green,"77,527","37,536",261,"15,112","2,809","21,528","4,549","2,033","6,416",0,0,0,0,0,0,0,201,0
Wakefield and Rothwell,Yorkshire and The Humber,England,Borough,Simon,Lightwood,Male,Lab gain from Con,Lab,RUK,"75,067","40,656",112,"9,346","7,322","17,773","3,249","8,427","2,389",0,0,0,0,0,0,0,"1,496",0
Wallasey,North West,England,Borough,Angela,Eagle,Female,Lab hold,Lab,RUK,"74,082","42,746",168,"17,996","4,987","24,674","1,843","6,678","3,905",0,0,0,0,0,0,0,659,0
Walsall and Bloxwich,West Midlands,England,Borough,Valerie,Vaz,Female,Lab gain from Con,Lab,Ind,"74,951","37,191",141,"4,914","6,679","12,514",817,"7,293","2,288",0,0,0,0,0,0,0,"7,600",0
Walthamstow,London,England,Borough,Stella,Creasy,Female,Lab hold,Lab,Green,"74,474","45,668",255,"17,996","2,353","27,172","1,736","1,836","9,176",0,0,0,0,0,0,0,"3,395",0
Warrington North,North West,England,County,Charlotte,Nichols,Female,Lab hold,Lab,RUK,"70,601","40,041",125,"9,190","6,486","18,730","2,737","9,540","1,889",0,0,0,0,0,0,0,659,0
Warrington South,North West,England,County,Sarah,Hall,Female,Lab hold,Lab,Con,"78,394","49,672",192,"11,340","11,861","23,201","3,829","7,913","2,313",0,0,0,0,0,0,0,555,0
Warwick and Leamington,West Midlands,England,County,Matt,Western,Male,Lab hold,Lab,Con,"76,294","49,198",245,"12,412","11,563","23,975","3,881","5,154","4,471",0,0,0,0,0,0,0,154,0
Washington and Gateshead South,North East,England,Borough,Sharon,Hodgson,Female,Lab hold,Lab,RUK,"70,972","37,021",100,"6,913","4,654","17,682","1,602","10,769","1,687",0,0,0,0,0,0,0,627,0
Watford,East of England,England,Borough,Matt,Turmaine,Male,Lab gain from Con,Lab,Con,"73,100","44,455",192,"4,723","10,985","15,708","7,577","4,930","2,428",0,0,0,0,0,0,0,"2,827",0
Waveney Valley,East of England,England,County,Adrian,Ramsay,Male,Green gain from Con,Green,Con,"73,056","49,072",131,"5,594","14,873","4,621","1,214","7,779","20,467",0,0,0,0,0,0,0,118,0
Weald of Kent,South East,England,County,Katie,Lam,Female,Con hold,Con,Lab,"75,987","50,712",257,"8,422","20,202","11,780","3,975","10,208","4,547",0,0,0,0,0,0,0,0,0
Wellingborough and Rushden,East Midlands,England,County,Gen,Kitchen,Female,Lab gain from Con,Lab,Con,"77,542","43,985",145,"5,486","12,248","17,734","1,570","9,456","2,704",0,0,0,0,0,0,0,273,0
Wells and Mendip Hills,South West,England,County,Tessa,Munt,Female,LD gain from Con,LD,Con,"73,538","50,368",149,"11,121","12,501","3,527","23,622","6,611","2,068",0,0,0,0,0,0,0,"2,039",0
Welwyn Hatfield,East of England,England,County,Andrew,Lewin,Male,Lab gain from Con,Lab,Con,"75,259","48,455",192,"3,799","16,078","19,877","3,117","6,397","2,986",0,0,0,0,0,0,0,0,0
West Aberdeenshire and Kincardine,Scotland,Scotland,County,Andrew,Bowie,Male,Con hold,Con,SNP,"72,994","48,958",161,"3,441","17,428","6,397","6,342","3,497","1,032","13,987",0,0,0,0,0,0,275,0
West Bromwich,West Midlands,England,Borough,Sarah,Coombes,Female,Lab gain from Con,Lab,Con,"74,025","36,481",136,"9,554","7,318","16,872","1,314","7,101","2,036",0,0,0,0,0,0,0,"1,840",0
West Dorset,South West,England,County,Edward,Morello,Male,LD gain from Con,LD,Con,"75,998","52,605",618,"7,789","19,210","3,086","26,999",0,"2,288",0,0,0,0,0,0,0,"1,022",0
West Dunbartonshire,Scotland,Scotland,County,Douglas,McAllister,Male,Lab gain from SNP,Lab,SNP,"69,074","39,584",123,"6,010","1,474","19,312",839,"2,770","1,496","13,302",0,0,0,0,0,0,391,0
West Ham and Beckton,London,England,Borough,James,Asser,Male,Lab hold,Lab,NIP,"78,964","36,348",149,"9,254","3,781","16,434","1,606","2,800","3,897",0,0,0,0,0,0,0,"7,830",0
West Lancashire,North West,England,County,Ashley,Dalton,Female,Lab hold,Lab,Con,"74,081","44,200",224,"13,625","8,680","22,305","2,043","7,909","3,263",0,0,0,0,0,0,0,0,0
West Suffolk,East of England,England,County,Nick,Timothy,Male,Con hold,Con,Lab,"77,145","46,161",173,"3,247","15,814","12,567","4,284","9,623","2,910",0,0,0,0,0,0,0,963,0
West Tyrone,Northern Ireland,Northern Ireland,County,àrfhlaith,Begley,Female,SF hold,SF,DUP,"74,269","43,695",262,"15,917",91,0,0,0,0,0,0,"6,794","22,711","5,821","2,683","2,287","3,308",0
West Worcestershire,West Midlands,England,County,Harriett,Baldwin,Female,Con hold,Con,LD,"79,246","54,687",191,"6,547","19,783","8,335","13,236","7,902","5,068",0,0,0,0,0,0,0,363,0
Westmorland and Lonsdale,North West,England,County,Tim,Farron,Male,LD gain from Con,LD,Con,"72,029","49,533",115,"21,472","9,589","2,306","31,061","4,842","1,486",0,0,0,0,0,0,0,249,0
Weston-super-Mare,South West,England,County,Daniel,Aldridge,Male,Lab gain from Con,Lab,Con,"71,396","42,390",143,"4,409","11,901","16,310","3,756","7,735","2,688",0,0,0,0,0,0,0,0,0
Wetherby and Easingwold,Yorkshire and The Humber,England,County,Alec,Shelbrooke,Male,Con hold,Con,Lab,"74,314","52,259",171,"4,846","20,597","15,751","3,351","7,288","4,529",0,0,0,0,0,0,0,743,0
Whitehaven and Workington,North West,England,County,Josh,MacAlister,Male,Lab gain from Con,Lab,RUK,"73,198","41,840",159,"13,286","8,455","22,173","1,118","8,887","1,207",0,0,0,0,0,0,0,0,0
Widnes and Halewood,North West,England,County,Derek,Twigg,Male,Lab hold,Lab,RUK,"70,161","38,116",95,"16,425","3,507","23,484","1,593","7,059","2,058",0,0,0,0,0,0,0,415,0
Wigan,North West,England,County,Lisa,Nandy,Female,Lab hold,Lab,RUK,"77,538","40,899",124,"9,549","4,310","19,401","1,692","9,852","1,629",0,0,0,0,0,0,0,"4,015",0
Wimbledon,London,England,Borough,Paul,Kohler,Male,LD gain from Con,LD,Con,"76,334","54,985",171,"12,610","12,180","11,733","24,790","3,221","2,442",0,0,0,0,0,0,0,619,0
Winchester,South East,England,County,Danny,Chambers,Male,LD gain from Con,LD,Con,"78,289","57,076",185,"13,821","16,118","3,023","29,939","4,797","2,740",0,0,0,0,0,0,0,459,0
Windsor,South East,England,County,Jack,Rankin,Male,Con hold,Con,Lab,"73,334","45,246",173,"6,457","16,483","10,026","9,539","4,660","2,288",0,0,0,0,0,0,0,"2,250",0
Wirral West,North West,England,County,Matthew,Patrick,Male,Lab hold,Lab,Con,"72,838","49,951",187,"9,998","13,158","23,156","3,055","6,422","4,160",0,0,0,0,0,0,0,0,0
Witham,East of England,England,County,Priti,Patel,Female,Con hold,Con,Lab,"78,991","50,603",171,"5,145","18,827","13,682","3,439","9,870","3,539",0,0,0,0,0,0,0,"1,246",0
Witney,South East,England,County,Charles,Maynard,Male,LD gain from Con,LD,Con,"75,448","50,584",158,"4,339","16,493","4,773","20,832","6,307","1,661",0,0,0,0,0,0,0,518,0
Woking,South East,England,Borough,Will,Forster,Male,LD gain from Con,LD,Con,"72,969","48,145",171,"11,246","12,773","4,444","24,019","4,888","1,853",0,0,0,0,0,0,0,168,0
Wokingham,South East,England,County,Clive,Jones,Male,LD gain from Con,LD,Con,"75,082","53,999",199,"8,345","17,398","3,631","25,743","5,274","1,953",0,0,0,0,0,0,0,0,0
Wolverhampton North East,West Midlands,England,Borough,Sureena,Brackenridge,Female,Lab gain from Con,Lab,Con,"70,715","33,289",107,"5,422","8,860","14,282","1,002","7,721","1,424",0,0,0,0,0,0,0,0,0
Wolverhampton South East,West Midlands,England,Borough,Pat,McFadden,Male,Lab hold,Lab,RUK,"77,473","33,382",129,"9,188","5,654","16,800",758,"7,612","1,643",0,0,0,0,0,0,0,915,0
Wolverhampton West,West Midlands,England,Borough,Warinder,Juss,Male,Lab gain from Con,Lab,Con,"77,851","43,657",153,"7,868","11,463","19,331","1,376","6,078","2,550",0,0,0,0,0,0,0,"2,859",0
Worcester,West Midlands,England,Borough,Tom,Collins,Male,Lab gain from Con,Lab,Con,"74,931","46,036",179,"7,116","11,506","18,622","3,986","6,723","4,789",0,0,0,0,0,0,0,410,0
Worsley and Eccles,North West,England,County,Michael,Wheeler,Male,Lab hold,Lab,RUK,"78,643","42,543",164,"11,091","6,791","20,277","1,851","9,186","3,283",0,0,0,0,0,0,0,"1,155",0
Worthing West,South East,England,County,Beccy,Cooper,Female,Lab gain from Con,Lab,Con,"77,039","50,997",178,"3,949","16,570","20,519","2,708","7,562","3,274",0,0,0,0,0,0,0,364,0
Wrexham,Wales,Wales,County,Andrew,Ranger,Male,Lab gain from Con,Lab,Con,"70,269","40,373",128,"5,948","9,888","15,836","1,777","6,915","1,339",0,"4,138",0,0,0,0,0,480,0
Wycombe,South East,England,County,Emma,Reynolds,Female,Lab gain from Con,Lab,Con,"73,415","44,637",174,"4,591","11,444","16,035","4,236","4,769","2,193",0,0,0,0,0,0,0,"5,960",0
Wyre Forest,West Midlands,England,County,Mark,Garnier,Male,Con hold,Con,Lab,"77,329","45,158",137,812,"14,489","13,677","2,809","9,682","2,443",0,0,0,0,0,0,0,"2,058",0
Wythenshawe and Sale East,North West,England,Borough,Mike,Kane,Male,Lab hold,Lab,RUK,"77,767","39,132",142,"14,610","5,392","20,596","1,985","5,986","4,133",0,0,0,0,0,0,0,"1,040",0
Yeovil,South West,England,County,Adam,Dance,Male,LD gain from Con,LD,Con,"79,918","48,952",109,"12,268","11,497","3,002","23,765","7,677","2,403",0,0,0,0,0,0,0,608,0
Ynys M“n,Wales,Wales,County,Llinos,Medi,Female,PC gain from Con,PC,Con,"53,141","32,628",79,637,"9,953","7,619",439,"3,223",604,0,"10,590",0,0,0,0,0,200,0
York Central,Yorkshire and The Humber,England,Borough,Rachael,Maskell,Female,Lab hold,Lab,Con,"79,557","43,323",228,"19,154","5,383","24,537","3,051","4,721","5,185",0,0,0,0,0,0,0,446,0
York Outer,Yorkshire and The Humber,England,County,Luke,Charters,Male,Lab gain from Con,Lab,Con,"76,228","51,106",184,"9,391","13,770","23,161","5,496","5,912","2,212",0,0,0,0,0,0,0,555,0
